subject,trial_type,phase,digit,correct,rt,wmtask,parity,task,key_press,value
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,679.455,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,562.3,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,358.335,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,421.175,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,356.275,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,347.6,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,396.405,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,349.865,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,323.48,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,354.86,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,423.24,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,426.895,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,447.595,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,458.455,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,428.2,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,396.33,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,395.98,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,392.41,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,427.31,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,435.78,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,494.455,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,433.005,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,385.81,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,473.165,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,356.58,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,343.51,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,370.995,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,442.27,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,380.475,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,295.36,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,431.95,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,401.975,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,371.91,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,0,367.45,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,426.78,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,420.8,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,721.11,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,412.045,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,492.535,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,449.39,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,407.58,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,443.37,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,349.715,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,324.955,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,0,358.725,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,362.635,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,444.46,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,409.31,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,345.65,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,401.605,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,472.42,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,398.56,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,354.1,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,285.185,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,455.535,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,374.99,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,496.635,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,357.77,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,410.335,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,445.305,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,312.17,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,426.035,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,523.44,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,405.06,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,546.1,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,296.54,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,299.7,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,360.02,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,383.585,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,450.97,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,375.68,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,367.055,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,360.115,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,586.425,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,430.695,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,488.31,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,392.055,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,425.865,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,444.215,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,404.43,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,325.965,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,0,288.975,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,443.01,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,402.99,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,0,387.275,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,446.57,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,446.9,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,474.455,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,346.355,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,541.54,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,344.71,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,406.25,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,427.61,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,387.305,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,466.3,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,405.75,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,319.95,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,357.305,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,413.62,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,462.515,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,428.075,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,399.59,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,313.665,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,392.035,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,442.365,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,380.875,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,329.79,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,337.925,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,0,307.345,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,413.74,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,486.005,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,336.61,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,0,283.975,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,309.925,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,284.125,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,471.865,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,576.62,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,433.135,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,372.09,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,315.49,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,0,297.06,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,472.04,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,366.325,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,469.295,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,335.29,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,342.155,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,347.325,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,378.02,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,580.84,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,346.85,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,0,310.8,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,399,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,341.72,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,401.67,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,497.285,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,515.795,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,408.355,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,334.23,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,357.61,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,342.375,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,420.72,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,310.88,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,507.27,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,398.425,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,407.455,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,378.4,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,488.49,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,445.495,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,0,304.89,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,422.255,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,380.355,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,395.855,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,377.6,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,0,270.405,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,430.16,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,313.83,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,0,381.3,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,443.985,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,418.125,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,380.785,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,314.995,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,379.765,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,414.69,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,0,306.76,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,593.8,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,493.74,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,493.905,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,395.51,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,0,297.06,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,543.01,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,386.595,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,548.985,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,336.855,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,365.97,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,359.98,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,441.49,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,256.04,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,463.31,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,267.795,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,491.98,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,0,509.1,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,297.63,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,356.995,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,414.825,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,0,367.16,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,386.89,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,459.825,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,340.485,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,373.025,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,437.83,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,619.1,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,327.81,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,268.325,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,401.15,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,376.81,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,387.085,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,432.26,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,309.525,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,310.485,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,409.535,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,273.54,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,0,374.14,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,466.59,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,347.22,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,0,345.12,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,437.705,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,353.09,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,499.115,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,412.745,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,0,279.765,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,470.54,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,376.815,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,460.685,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,361.64,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,395.105,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,390.665,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,364.18,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,339.95,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,346.655,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,346.605,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,355.35,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,343.96,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,399.97,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,391.075,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,0,343.355,spatial,odd,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,492.545,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,396.355,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,449.245,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,387.29,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,396.06,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,396.615,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,349.445,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,390.56,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,404.035,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,408.175,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,386.185,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,377.56,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,350.875,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,0,370.78,spatial,even,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,484.055,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,404.695,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,302.595,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,327.12,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,371.3,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,464.215,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,442.32,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,379.98,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,422.665,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,3,1,369.38,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,8,1,478.76,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,2,1,298.065,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,7,1,387.49,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,4,1,440.865,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,6,1,337.51,spatial,even,parity,76,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,9,1,427.005,spatial,odd,parity,65,NA
ck7u5vy4bcgpq3jfezak,html-keyboard-response,baseline,1,1,401.71,spatial,odd,parity,65,NA
